Year,Player,Age,Hometown,Home State,Tm,G,GS,Cmp,Att,Yds,TD,Int,Y/A,Rec,Y/R,FantPos,FantPt,Height (inches),Weight,College,Conference,College wins,College losses,DOB,Draft Round,Draft Year,Wonderlic,40�Yard,Bench Press,Vert Leap�(in),Broad Jump�(in),Shuttle,3Cone
2004,Boo Williams,25,Tallahassee,FL,NOR,16,7,0,0,362,2,0,,33,10.97,TE,48,76,270,Arkansas,SEC,107,80,6/22/1979,0,0,0,4.72,0,35.5,119,4.33,7.1
2003,Emmitt Smith,34,Pensacola,FL,ARI,10,5,0,90,107,0,0,2.84,14,7.64,RB,48,69,221,Florida,SEC,139,55,5/15/1969,1,1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Michael Pittman,32,New Orleans,LA,TAM,10,3,0,68,191,0,0,4.21,26,7.35,RB,48,73,218,Fresno St.,Mountain West,121,74,8/14/1975,4,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Will Heller,28,Dunwoody,GA,DET,16,9,0,0,296,3,0,,29,10.21,TE,48,78,250,Georgia Tech,ACC,117,77,2/28/1981,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Davone Bess,28,Hayward,CA,CLE,14,3,0,0,362,2,0,,42,8.62,WR,48,70,190,Hawaii,Mountain West,109,86,9/13/1985,0,0,0,4.64,12,31.5,118,4.27,6.97
2001,Ken Dilger,30,Mariah Hill,IN,IND,16,16,1,0,343,1,0,,32,10.72,TE,48,77,250,Illinois,Big Ten,73,107,2/2/1971,2,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Rueben Randle,21,Bastrop,LA,NYG,16,1,0,0,298,3,0,,19,15.68,WR,48,76,205,LSU,SEC,146,48,7/23/1900,2,2012,0,4.55,15,31,121,4.36,6.99
2004,Darius Watts,23,Atlanta,GA,DEN,16,2,0,5,385,1,0,6.6,31,12.42,WR,48,74,190,Marshall,Conference USA,107,80,12/19/1981,2,2004,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,DeAngelo Williams,27,Little Rock,AR,CAR,6,6,0,87,61,0,0,4.15,11,5.55,RB,48,68,210,Memphis,American,68,112,4/25/1983,1,2006,0,4.49,25,35.5,0,0,0
2008,Jeremy Shockey,28,Ada,OK,NOR,12,11,0,0,483,0,0,,50,9.66,TE,48,77,253,Miami (FL),ACC,130,58,8/18/1980,1,2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Vinny Testaverde,44,New York,NY,CAR,7,6,94,9,0,0,6,2.44,0,,QB,48,77,235,Miami (FL),ACC,130,58,11/13/1963,1,1987,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Jon Ritchie,25,Mechanicsburg,PA,OAK,16,14,0,5,408,1,0,2.4,45,9.07,RB,48,74,250,Michigan,Big Ten,124,64,9/4/1974,3,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Wesley Walls,36,Batesville,MS,CAR,15,14,0,0,241,4,0,,19,12.68,TE,48,77,240,Mississippi,SEC,92,91,2/26/1966,2,1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Michael Basnight,22,Norfolk,VA,CIN,13,1,0,62,172,0,0,4.97,16,10.75,RB,48,73,235,North Carolina A&T,MEAC,#N/A,#N/A,9/3/1977,0,0,0,4.6,34.5,34.5,118,4.42,7.34
2013,T.J. Graham,24,Raleigh,NC,BUF,16,6,0,4,361,2,0,3.5,23,15.7,WR,48,71,188,North Carolina St.,ACC,98,88,7/27/1989,3,2012,0,4.34,8,33.5,120,4.18,6.77
2008,L.J. Smith,28,New Brunswick,NJ,PHI,13,12,0,0,298,3,0,,37,8.05,TE,48,75,258,Rutgers,Big Ten,87,96,5/13/1980,2,2003,0,4.62,26,37,122,4.25,6.74
2012,Mohamed Sanu,23,New Brunswick,NJ,CIN,9,3,1,5,154,4,0,3,16,9.63,WR,48,74,0,Rutgers,Big Ten,87,96,1/0/1900,3,2012,0,4.62,19,36,126,4.22,6.88
2007,Ruvell Martin,25,Muskegon,MI,GNB,15,5,0,0,242,4,0,,16,15.13,WR,48,76,217,Saginaw Valley St.,Division II,#N/A,#N/A,8/10/1982,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Courtney Anderson,25,Greenville,TX,OAK,14,13,0,0,303,3,0,,24,12.63,TE,48,79,270,San Jose St.,Mountain West,72,107,11/19/1980,7,2004,0,4.89,17,30,106,4.54,7.86
2013,Aldrick Robinson,25,Waxahachie,TX,WAS,16,1,0,3,365,2,0,-1.33,18,20.28,WR,48,70,184,SMU,American,65,115,9/24/1988,6,2011,0,4.35,17,40,0,4.09,6.65
2000,Stanley Pritchett,27,Atlanta,GA,PHI,16,2,0,58,193,0,0,3.88,25,7.72,RB,48,74,250,South Carolina,SEC,110,76,12/22/1973,0,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Troy Hambrick,26,Lacoochee,FL,DAL,16,0,0,79,99,0,0,4.01,21,4.71,RB,48,73,233,South Carolina,SEC,110,76,11/6/1976,0,0,0,4.66,34.5,34.5,118,4.44,7.48
2004,Chad Hutchinson,27,Boulder,CO,CHI,5,5,92,6,0,0,3,2.33,0,,QB,48,77,237,Stanford,Pac 12,101,81,2/21/1977,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2001,Roland Williams,26,Rochester,NY,OAK,16,15,0,0,298,3,0,,33,9.03,TE,48,77,265,Syracuse,ACC,81,101,4/27/1975,4,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Bo Scaife,26,Denver,CO,TEN,16,15,0,0,421,1,0,,46,9.15,TE,48,75,249,Texas,Big 12,149,45,1/6/1981,6,2005,0,4.75,24,32.5,114,4.14,7.21
2013,Jermichael Finley,26,Lufkin,TX,GNB,6,5,0,0,300,3,0,,25,12,TE,48,76,240,Texas,Big 12,149,45,3/26/1987,3,2008,0,4.82,20,27.5,117,4.38,7.15
2012,Mike Goodson,25,Klein,TX,OAK,12,0,0,35,195,1,0,6.31,16,12.19,RB,48,71,195,Texas A&M,SEC,107,79,7/13/1900,4,2009,0,4.46,14,39.5,118,4.22,6.89
2009,Quinton Ganther,25,Oakland,CA,WAS,8,4,0,62,99,0,0,3.24,9,11,RB,48,70,215,Utah,Pac 12,123,61,7/15/1984,7,2006,0,4.5,29,35,119,0,7.21
2010,Jerome Harrison,27,Kalamazoo,MI,2TM,12,2,0,71,85,0,0,4.65,12,7.08,RB,48,69,195,Washington St.,Pac 12,75,106,2/26/1983,5,2006,0,4.47,19,34.5,124,4.08,6.79
2008,Jerome Harrison,25,Kalamazoo,MI,CLE,15,0,0,34,116,1,0,7.24,12,9.67,RB,48,69,195,Washington St.,Pac 12,75,106,2/26/1983,5,2006,0,4.47,19,34.5,124,4.08,6.79
2000,James Jett,30,Charles Town,WV,OAK,16,13,0,0,356,2,0,,20,17.8,WR,48,70,165,West Virginia,Big 12,120,67,12/28/1970,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Shaun Alexander,23,Florence,KY,SEA,16,1,0,64,41,0,0,4.89,5,8.2,RB,47,71,225,Alabama,SEC,114,58,8/30/1977,1,2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Itula Mili,27,Kahuku,HI,SEA,16,6,0,0,288,3,0,,28,10.29,TE,47,76,260,BYU,Independent,122,67,4/20/1973,0,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Leonard Weaver,26,Melbourne,FL,SEA,14,7,0,30,222,2,0,4.33,20,11.1,RB,47,73,251,Carson-Newman,#N/A,#N/A,#N/A,9/23/1982,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Daunte Culpepper,32,Ocala,FL,DET,8,5,89,18,0,0,6,5.06,0,,QB,47,76,0,Central Florida,American,99,86,1/28/1977,1,1999,18,4.52,0,39,122,4.13,7.21
2006,Daunte Culpepper,29,Ocala,FL,MIA,4,4,81,10,0,0,3,2,0,,QB,47,76,0,Central Florida,American,99,86,1/28/1977,1,1999,18,4.52,0,39,122,4.13,7.21
1999,Charles Johnson,27,San Bernardino,CA,PHI,11,11,0,0,414,1,0,,34,12.18,WR,47,73,200,Colorado,Pac 12,78,108,1/3/1972,1,1994,0,4.84,34,34,118,0,7.5
2004,Ike Hilliard,28,Patterson,LA,NYG,16,15,0,3,437,0,0,11.33,49,8.92,WR,47,71,210,Florida,SEC,139,55,4/5/1976,1,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Reidel Anthony,24,Pahokee,FL,TAM,16,1,0,0,232,4,0,,15,15.47,WR,47,71,178,Florida,SEC,139,55,10/20/1976,1,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Laveranues Coles,23,Jacksonville,FL,NYJ,13,3,0,2,370,1,0,7.5,22,16.82,WR,47,71,193,Florida St.,ACC,130,54,12/29/1977,0,2000,0,4.41,34,34,115,4.39,6.89
2012,Justin Forsett,27,Lakeland,FL,HOU,16,0,0,63,38,0,0,5.94,3,12.67,RB,47,68,190,Grace Prep,#N/A,#N/A,#N/A,7/8/1900,7,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Scotty Anderson,24,Jonesboro,LA,DET,9,0,0,0,325,2,0,,17,19.12,WR,47,74,191,Grambling St.,SWAC,#N/A,#N/A,11/24/1979,5,0,0,4.57,34.5,34.5,115,0,0
2006,Greg Lewis,26,Chicago,IL,PHI,16,3,0,0,348,2,0,,24,14.5,WR,47,73,180,Illinois,Big Ten,73,107,2/12/1980,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Dallas Clark,32,Livermore,IA,IND,11,10,0,0,352,2,0,,34,10.35,TE,47,75,257,Iowa,Big Ten,108,79,6/12/1979,1,2003,0,4.65,0,37.5,123,0,0
2008,Ladell Betts,29,Blue Springs,MO,WAS,13,0,0,61,200,0,0,3.38,22,9.09,RB,47,70,222,Iowa,Big Ten,108,79,8/27/1979,2,2002,0,4.62,23,38,116,4.06,7.06
2000,Travis Taylor,21,Fernandina Beach,FL,BAL,9,8,0,2,276,3,0,5.5,28,9.86,WR,47,73,210,Jacksonville Ribault,#N/A,#N/A,#N/A,3/30/1979,1,2000,0,4.43,37,37,118,0,7.15
2001,Brandon Stokley,25,Blacksburg,VA,BAL,16,5,0,1,344,2,0,1,24,14.33,WR,47,71,197,La-Lafayette,Sun Belt,74,104,6/23/1976,4,0,0,4.49,35.5,35.5,118,4.01,7.04
2012,Jacoby Jones,28,New Orleans,LA,BAL,16,3,0,1,406,1,0,6,30,13.53,WR,47,75,192,Lane,SIAC,#N/A,#N/A,7/10/1900,3,0,0,4.5,0,34,129,4.31,7.03
2005,Ryan Moats,23,Dallas,TX,PHI,7,1,0,55,7,0,0,5.05,4,1.75,RB,47,68,210,Louisiana Tech,Conference USA,86,95,12/17/1982,3,2005,0,4.46,19,36,117,4.11,7.22
2010,Darrius Heyward-Bey,23,Silver Spring,MD,OAK,15,14,0,4,366,1,0,12,26,14.08,WR,47,74,205,Maryland,Big Ten,98,86,2/26/1987,1,2009,0,4.25,16,38.5,126,4.18,6.8
2002,Frank Wycheck,31,Philadelphia,PA,TEN,15,15,1,0,346,2,0,,40,8.65,TE,47,75,253,Maryland,Big Ten,98,86,10/14/1971,6,1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Kelly Holcomb,31,Fayetteville,TN,CLE,4,2,59,3,0,0,5,-0.67,0,,QB,47,74,212,Middle Tenn. St.,Conference USA,#N/A,#N/A,7/9/1973,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Justin Gage,24,Indianapolis,IN,CHI,15,11,0,0,346,2,0,,31,11.16,WR,47,76,208,Missouri,SEC,109,78,1/24/1981,5,2003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Jim Kleinsasser,25,Carrington,ND,MIN,14,12,0,6,393,1,0,2.83,37,10.62,TE,47,75,272,North Dakota,Big Sky,#N/A,#N/A,1/31/1977,2,1999,0,4.79,34.5,34.5,114,4.33,7.24
2002,Bob Christian,34,St. Louis,MO,ATL,15,10,0,31,174,0,0,3.84,13,13.38,RB,47,71,226,Northwestern,Big Ten,92,92,11/14/1968,12,1991,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Tony Fisher,23,Euclid,OH,GNB,15,1,0,70,70,0,0,4.04,18,3.89,RB,47,73,222,Notre Dame,Independent,112,74,10/12/1979,0,0,0,4.66,41.5,41.5,126,4.13,7
2009,Mark Bradley,27,Pine Bluff,AR,KAN,13,6,1,2,320,2,0,10,24,13.33,WR,47,73,201,Oklahoma,Big 12,160,39,1/29/1982,2,2005,0,4.37,0,39.5,128,4.02,6.96
2009,Brandon Pettigrew,24,Tyler,TX,DET,11,11,0,0,346,2,0,,30,11.53,TE,47,77,257,Oklahoma St.,Big 12,113,73,2/23/1985,1,2009,0,4.8,22,33,118,4.37,7.12
2013,Justin Blackmon,23,Oceanside,CA,JAX,4,4,0,1,415,1,0,-1,29,14.31,WR,47,73,210,Oklahoma St.,Big 12,113,73,1/9/1990,1,2012,0,4.48,14,0,0,0,0
2001,Richie Anderson,30,Sandy Spring,MD,NYJ,16,15,0,26,252,2,0,3.92,40,6.3,RB,47,74,230,Penn St.,Big Ten,15,68,9/13/1971,6,1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Dave Moore,31,Morristown,NJ,TAM,16,16,0,0,288,3,0,,29,9.93,TE,47,74,250,Pittsburgh,ACC,106,80,11/11/1969,0,1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Kenny Britt,23,Bayonne,NJ,TEN,3,3,0,0,289,3,0,,17,17,WR,47,75,215,Rutgers,Big Ten,87,96,9/19/1988,1,2009,0,4.49,23,37,124,4.47,0
2003,Derrick Blaylock,24,Atlanta,TX,KAN,16,0,0,22,181,1,0,5.09,15,12.07,RB,47,69,205,S.F. Austin,Southland,#N/A,#N/A,8/23/1979,5,0,0,4.36,35.5,35.5,0,4.09,7.05
2013,Brandon Jacobs,31,Houma,LA,NYG,7,1,0,58,13,0,0,4.1,2,6.5,RB,47,76,256,Southern Illinois,Missouri Valley,#N/A,#N/A,7/6/1982,4,2005,0,4.56,19,37,118,4.49,7.54
2013,Toby Gerhart,26,Norco,CA,MIN,14,0,0,36,88,0,0,7.86,13,6.77,RB,47,73,234,Stanford,Pac 12,101,81,3/28/1987,2,2010,0,4.5,22,38,118,4.25,6.94
2002,Robert Ferguson,23,Houston,TX,GNB,16,1,0,0,293,3,0,,22,13.32,WR,47,73,209,Texas A&M,SEC,107,79,12/17/1979,2,2001,0,4.48,36.5,36.5,120,4.07,7.24
2007,Gus Frerotte,36,Kittanning,PA,STL,8,3,94,6,0,0,12,0.5,0,,QB,47,75,237,Tulsa,American,96,93,7/31/1971,7,1994,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Anthony McCoy,25,Fresno,CA,SEA,16,5,0,0,291,3,0,,18,16.17,TE,47,77,244,USC,Pac 12,129,49,8/31/1900,6,2010,0,4.71,19,35.5,113,4.57,6.99
2000,Scott Mitchell,32,Salt Lake City,UT,CIN,8,5,89,10,0,0,8,6.1,0,,QB,47,78,240,Utah,Pac 12,123,61,1/2/1968,0,1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Chris Henry,24,Oakland,CA,CIN,8,2,0,0,343,2,0,,21,16.33,WR,46,74,230,Arizona,Pac 12,82,99,6/6/1985,2,2007,0,4.4,26,36,127,4.16,6.96
2000,Dennis Northcutt,23,Los Angeles,CA,CLE,15,8,0,9,422,0,0,3.67,39,10.82,WR,46,71,175,Arizona,Pac 12,82,99,12/22/1977,0,2000,0,4.43,37.5,37.5,123,4.04,6.96
2008,Felix Jones,21,Tulsa,OK,DAL,6,0,0,30,10,0,0,8.87,2,5,RB,46,73,200,Arkansas,SEC,107,80,5/8/1987,1,2008,0,4.44,0,33.5,124,4.19,6.9
2010,Jerome Simpson,24,Reidsville,NC,CIN,5,3,0,1,277,3,0,2,20,13.85,WR,46,73,193,Coastal Carolina,Big South,#N/A,#N/A,2/4/1986,2,0,0,4.42,0,37.5,136,4.52,7.08
2006,Ike Hilliard,30,Patterson,LA,TAM,16,0,0,0,339,2,0,,34,9.97,WR,46,71,210,Florida,SEC,139,55,4/5/1976,1,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2001,Jacquez Green,25,Fort Valley,GA,TAM,12,10,0,0,402,1,0,,36,11.17,WR,46,70,172,Florida,SEC,139,55,1/15/1976,2,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Greg Jones,26,Columbia,SC,JAX,16,11,0,42,99,2,0,2.83,11,9,RB,46,73,248,Florida St.,ACC,130,54,5/9/1981,2,2004,0,4.75,21,31.5,117,4.27,7.21
2004,Wayne Chrebet,31,Garfield,NJ,NYJ,16,1,0,0,397,1,0,,31,12.81,WR,46,70,188,Hofstra,Colonial Athletic Association,#N/A,#N/A,8/14/1973,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Kevin Kolb,25,Victoria,TX,PHI,5,2,62,5,0,0,3,-0.2,0,,QB,46,75,0,Houston,American,98,88,8/24/1984,2,2007,0,4.85,0,32.5,112,4.44,6.94
2003,Robert Holcombe,28,Houston,TX,TEN,15,0,0,63,121,1,0,3.19,19,6.37,RB,46,71,208,Illinois,Big Ten,73,107,12/11/1975,2,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Harry Douglas,28,Jonesboro,GA,ATL,15,1,0,2,396,1,0,2,38,10.42,WR,46,71,170,Louisville,ACC,127,61,6/18/1900,3,2008,0,4.51,0,31,120,4.12,6.57
2009,JaMarcus Russell,24,Mobile,AL,OAK,12,9,120,18,0,0,11,2.44,0,,QB,46,78,0,LSU,SEC,146,48,8/9/1985,1,2007,24,4.83,0,0,0,0,0
2011,Matt Flynn,26,Tyler,TX,GNB,5,1,33,13,0,0,2,-0.46,0,,QB,46,74,228,LSU,SEC,146,48,6/20/1985,7,2008,38,4.79,0,28,109,4.34,7.21
2006,Michael Clayton,24,Baton Rouge,LA,TAM,12,9,0,5,356,1,0,8.2,33,10.79,WR,46,76,197,LSU,SEC,146,48,10/13/1982,1,2004,0,4.67,0,32.5,116,4.15,6.79
2001,LaMont Jordan,23,Suitland,MD,NYJ,16,0,0,39,44,1,0,7.49,7,6.29,RB,46,70,230,Maryland,Big Ten,98,86,11/11/1978,2,2001,0,4.57,37,37,0,0,0
2012,Travis Benjamin,23,Belle Glade,FL,CLE,14,3,0,6,298,2,0,11,18,16.56,WR,46,70,172,Miami (FL),ACC,130,58,6/20/1900,4,2012,0,4.31,14,38,119,0,0
2008,Chris Perry,27,Advance,NC,CIN,13,6,0,104,71,0,0,2.59,20,3.55,RB,46,73,224,Michigan,Big Ten,124,64,12/27/1981,1,2004,0,4.55,19,0,0,0,0
1999,Damon Jones,25,Evanston,IL,JAX,15,8,0,0,221,4,0,,19,11.63,TE,46,77,270,Michigan,Big Ten,124,64,9/18/1974,5,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Tony McGee,28,Terre Haute,IN,CIN,16,16,0,0,344,2,0,,26,13.23,TE,46,75,247,Michigan,Big Ten,124,64,4/21/1971,2,1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Reggie Kelly,23,Aberdeen,MS,ATL,16,16,0,0,340,2,0,,31,10.97,TE,46,76,255,Mississippi St.,SEC,83,99,2/22/1977,0,1999,0,4.86,32,32,0,0,0
2003,Justin Gage,22,Indianapolis,IN,CHI,10,3,0,0,338,2,0,,17,19.88,WR,46,76,208,Missouri,SEC,109,78,1/24/1981,5,2003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Brandon Jackson,22,Detroit,MI,GNB,11,3,0,75,130,0,0,3.56,16,8.13,RB,46,12,210,Nebraska,Big Ten,134,61,10/2/1985,2,2007,0,4.54,21,37,122,4.14,7
2005,Zachary Hilton,25,Washington,DC,NOR,15,6,0,0,396,1,0,,35,11.31,TE,46,80,262,North Carolina,ACC,70,97,7/2/1980,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Anthony Fasano,25,Glen Ridge,NJ,MIA,14,14,0,0,339,2,0,,31,10.94,TE,46,76,255,Notre Dame,Independent,112,74,4/20/1984,2,2006,0,4.86,19,33.5,0,4.34,6.94
2006,Mark Bradley,24,Pine Bluff,AR,CHI,10,0,0,0,282,3,0,,14,20.14,WR,46,73,201,Oklahoma,Big 12,160,39,1/29/1982,2,2005,0,4.37,0,39.5,128,4.02,6.96
1999,Akili Smith,24,San Diego,CA,CIN,7,4,80,19,6,0,6,6,1,6,QB,46,75,220,Oregon,Pac 12,143,47,8/21/1975,1,1999,26,4.66,34,34,114,4.29,6.99
1999,Mikhael Ricks,25,Galveston,TX,SDG,16,15,0,2,429,0,0,5.5,40,10.73,WR,46,77,260,S.F. Austin,Southland,#N/A,#N/A,11/14/1974,2,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Troy Williamson,23,Aiken,SC,MIN,14,11,0,0,455,0,0,,37,12.3,WR,46,73,203,South Carolina,SEC,110,76,4/30/1983,1,2005,21,4.32,0,37,0,4.18,7.1
2000,Greg Clark,28,Bountiful,UT,SFO,15,15,0,0,342,2,0,,38,9,TE,46,76,251,Stanford,Pac 12,101,81,4/7/1972,0,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Marquise Goodwin,23,0,,BUF,12,1,0,3,283,3,0,4.33,17,16.65,WR,46,69,183,Texas,Big 12,149,45,1/0/1900,3,2013,0,4.27,13,0,132,0,0
2011,Marcedes Lewis,27,Long Beach,CA,JAX,15,15,0,0,460,0,0,,39,11.79,TE,46,78,255,UCLA,Pac 12,100,88,5/19/1984,1,2006,0,4.8,23,37,118,4.84,7.24
2004,Keenan McCardell,34,Houston,TX,SDG,7,6,0,1,393,1,0,3,31,12.68,WR,46,73,191,UNLV,Mountain West,57,123,1/6/1970,12,1991,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Chris Chandler,38,Everett,WA,CHI,8,6,107,14,0,0,7,2.5,0,,QB,46,76,0,Washington,Pac 12,86,98,10/12/1965,3,1988,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Brad Hoover,24,High Point,NC,CAR,16,4,0,89,112,0,0,3.26,15,7.47,RB,46,73,242,West. Carolina,Southern,#N/A,#N/A,11/11/1976,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Kyle Williams,23,San Jose,CA,SFO,13,1,0,2,241,3,0,16,20,12.05,WR,45,12,185,Arizona St.,Pac 12,101,86,7/19/1988,6,2010,0,4.4,11,33,118,4.19,7
2008,Rudi Johnson,29,Ettrick,VA,DET,14,4,0,76,88,1,0,3.12,12,7.33,RB,45,70,220,Auburn,SEC,130,61,10/1/1979,4,2001,0,4.57,24,37.5,0,4.22,7.32
2010,Legedu Naanee,27,Portland,OR,SDG,10,9,0,3,371,1,0,-0.67,23,16.13,WR,45,74,225,Boise St.,Mountain West,165,29,9/16/1983,5,2007,0,4.41,19,40,119,0,0
2004,Chad Lewis,33,Fort Dix,NJ,PHI,15,9,0,0,267,3,0,,29,9.21,TE,45,78,252,BYU,Independent,122,67,10/5/1971,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Daniel Fells,26,Anaheim,CA,STL,14,4,0,0,273,3,0,,21,13,TE,45,76,252,California-Davis,Big Sky,#N/A,#N/A,9/23/1983,0,0,0,4.95,19,29.5,108,4.52,7.29
2002,Shawn Jefferson,33,Jacksonville,FL,ATL,13,7,0,0,394,1,0,,27,14.59,WR,45,71,185,Central Florida,American,99,86,2/22/1969,9,1991,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Charles Evans,32,Augusta,GA,BAL,16,10,0,38,235,1,0,3.53,32,7.34,RB,45,73,240,Clark (GA),#N/A,#N/A,#N/A,4/16/1967,11,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Zack Crockett,27,Pompano Beach,FL,OAK,13,1,0,45,56,1,0,2.02,8,7,RB,45,74,240,Florida St.,ACC,130,54,12/2/1972,3,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Mack Strong,32,Columbus,GA,SEA,16,10,0,37,216,0,0,4.7,29,7.45,RB,45,73,245,Georgia,SEC,142,53,9/11/1971,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Greg Lewis,27,Chicago,IL,PHI,15,1,0,0,265,3,0,,13,20.38,WR,45,73,180,Illinois,Big Ten,73,107,2/12/1980,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Ken Dilger,31,Mariah Hill,IN,TAM,16,15,0,0,329,2,0,,34,9.68,TE,45,77,250,Illinois,Big Ten,73,107,2/2/1971,2,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Laurent Robinson,25,Fort Lewis,WA,STL,14,11,0,2,344,2,0,-7,34,10.12,WR,45,74,192,Illinois St.,Missouri Valley ,#N/A,#N/A,5/20/1985,3,0,0,4.38,19,39,127,4.28,6.83
2009,Seneca Wallace,29,Sacramento,CA,SEA,13,2,78,16,29,0,2,0.13,2,14.5,QB,45,71,0,Iowa St.,Big 12,79,105,8/6/1980,4,2003,12,4.56,0,38,127,4.14,6.98
2006,Jermaine Wiggins,31,East Boston,MA,MIN,16,3,0,0,386,1,0,,46,8.39,TE,45,74,260,Marshall,Conference USA,107,80,1/18/1975,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Shaun Hill,27,Parsons,KS,SFO,3,2,54,12,0,0,1,1.17,0,,QB,45,77,210,Maryland,Big Ten,98,86,1/9/1980,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Vernon Davis,22,Washington,DC,SFO,10,8,0,2,265,3,0,2.5,20,13.25,TE,45,75,250,Maryland,Big Ten,98,86,1/31/1984,1,2006,0,4.38,33,42,128,4.17,7
2010,Brad Smith,27,Youngstown,OH,NYJ,16,2,2,38,44,0,0,7.87,4,11,QB,45,74,0,Missouri,SEC,109,78,12/12/1983,4,2006,24,4.46,0,39.5,128,4.33,7.01
2009,Sam Aiken,29,Kenansville,NC,NWE,14,7,0,0,326,2,0,,20,16.3,WR,45,74,204,North Carolina,ACC,70,97,12/14/1980,4,2003,0,4.59,0,39.5,121,0,7.22
2011,Dane Sanzenbacher,23,Toledo,OH,CHI,16,1,0,1,276,3,0,-4,27,10.22,WR,45,12,180,Ohio St.,Big Ten,138,41,10/13/1988,0,0,0,4.56,0,33.5,118,3.97,6.46
2004,Joe Jurevicius,30,Cleveland,OH,TAM,10,3,0,0,333,2,0,,27,12.33,WR,45,77,230,Penn St.,Big Ten,15,68,12/23/1974,2,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Vincent Brown,22,Upland,CA,SDG,14,4,0,0,329,2,0,,19,17.32,WR,45,12,0,San Diego St.,Mountain West,77,104,1/25/1989,3,2011,0,4.68,12,33.5,121,4.25,6.64
